10 20 6 20 20 6 30 20 5 40 20 5 50 20 5 60 20 5
10 40 4 20 40 4 30 40 4 40 40 4 50 40 4 60 40 4
10 60 4 20 60 3 30 60 4 40 60 4 50 60 4 60 60 4
10 80 3 20 80 3 30 80 3 40 80 3 50 80 3 60 80 3
